Title,Studio,Domestic_Gross,Foreign_Gross,Year,Runtime_Minutes,Main_Genres,Average_Rating,Num_Votes,Total_gross
The Danish Girl,Focus,11100000.0,53100000.0,2015,119.0,Biography,7.1,146873,64200000.0
Unfriended,Uni.,32500000.0,31600000.0,2015,83.0,Horror,5.6,62043,64100000.0
The Longest Ride,Fox,37400000.0,25500000.0,2015,123.0,Drama,7.1,70327,62900000.0
Brooklyn,FoxS,38300000.0,23800000.0,2015,117.0,Drama,7.5,117021,62100000.0
Brooklyn,FoxS,38300000.0,23800000.0,2015,83.0,Drama,6.4,51,62100000.0
Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000.0,2015,93.0,Action,7.3,18286,61800000.0
Woman in Gold,Wein.,33299999.0,28300000.0,2015,109.0,Biography,7.3,48501,61599999.0
Krampus,Uni.,42700000.0,18800000.0,2015,98.0,Comedy,6.2,55400,61500000.0
The Walk,TriS,10100000.0,51000000.0,2015,89.0,Crime,6.8,126,61100000.0
The Walk,TriS,10100000.0,51000000.0,2015,123.0,Adventure,7.3,109714,61100000.0
The Perfect Guy,SGem,57000000.0,3200000.0,2015,100.0,Crime,5.6,8998,60200000.0
No Escape,Wein.,27300000.0,27100000.0,2015,103.0,Action,6.8,70222,54400000.0
Sinister 2,Focus,27700000.0,25100000.0,2015,97.0,Horror,5.3,41782,52800000.0
The Boy Next Door,Uni.,35400000.0,17000000.0,2015,91.0,Horror,4.7,34816,52400000.0
The Night Before,Sony,43000000.0,9300000.0,2015,101.0,Adventure,6.4,58455,52300000.0
The Night Before,Sony,43000000.0,9300000.0,2015,81.0,Horror,4.7,150,52300000.0
Hot Pursuit,WB (NL),34600000.0,17100000.0,2015,87.0,Action,5.1,44723,51700000.0
The Himalayas,CJ,697000.0,49800000.0,2015,124.0,Adventure,6.4,779,50497000.0
Entourage,WB,32400000.0,16900000.0,2015,104.0,Comedy,6.6,71519,49300000.0
The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000.0,2015,98.0,Drama,4.9,24592,48900000.0
Mortdecai,LGF,7700000.0,39600000.0,2015,107.0,Action,5.5,61366,47300000.0
"McFarland, USA",BV,44500000.0,1200000.0,2015,129.0,Biography,7.4,31735,45700000.0
Still Alice,SPC,18800000.0,25100000.0,2015,101.0,Drama,7.5,116832,43900000.0
Legend,Uni.,1900000.0,41100000.0,2015,168.0,Action,6.5,1568,43000000.0
Legend,Uni.,1900000.0,41100000.0,2015,132.0,Biography,7.0,138947,43000000.0
The Gallows,WB (NL),22800000.0,20200000.0,2015,81.0,Horror,4.2,17763,43000000.0
Love the Coopers,LGF,26300000.0,16100000.0,2015,107.0,Comedy,5.8,18018,42400000.0
The Lady in the Van,SPC,10000000.0,31400000.0,2015,104.0,Biography,6.7,23105,41400000.0
Ricki and the Flash,TriS,26800000.0,14500000.0,2015,101.0,Comedy,5.9,20932,41300000.0
Carol,Wein.,12700000.0,27600000.0,2015,118.0,Drama,7.2,100680,40300000.0
The Lazarus Effect,Rela.,25800000.0,12600000.0,2015,83.0,Horror,5.2,37675,38400000.0
The Water Diviner,WB,4200000.0,34000000.0,2015,111.0,Drama,7.1,66595,38200000.0
A Walk in the Woods,BG,29500000.0,8000000.0,2015,104.0,Adventure,6.3,22033,37500000.0
Ex Machina,A24,25400000.0,11400000.0,2015,108.0,Drama,7.7,424542,36800000.0
Burnt,Wein.,13700000.0,23000000.0,2015,101.0,Comedy,6.6,95988,36700000.0
Room,A24,14700000.0,20700000.0,2015,118.0,Drama,8.2,316791,35400000.0
Steve Jobs,Uni.,17800000.0,16700000.0,2015,122.0,Biography,7.2,138668,34500000.0
Victor Frankenstein,Fox,5800000.0,28500000.0,2015,110.0,Drama,6.0,47492,34300000.0
Project Almanac,Par.,22300000.0,10900000.0,2015,106.0,Drama,6.4,71500,33200000.0
Far from the Madding Crowd,FoxS,12200000.0,18000000.0,2015,119.0,Drama,7.1,41099,30200000.0
Mr. Holmes,RAtt.,17700000.0,11600000.0,2015,104.0,Drama,6.9,57976,29300000.0
Love & Mercy,RAtt.,12600000.0,16100000.0,2015,121.0,Biography,7.4,32238,28700000.0
Irrational Man,SPC,4000000.0,23400000.0,2015,95.0,Comedy,6.6,50303,27400000.0
American Ultra,LGF,14400000.0,12700000.0,2015,96.0,Action,6.1,76769,27100000.0
Wild Tales,SPC,3100000.0,23900000.0,2015,122.0,Comedy,8.1,151123,27000000.0
Aloha,Sony,21100000.0,5200000.0,2015,105.0,Comedy,5.4,54646,26300000.0
"Love, Rosie",TFA,20400.0,25600000.0,2015,102.0,Comedy,7.2,104983,25620400.0
The 33,WB,12200000.0,12700000.0,2015,127.0,Biography,6.9,32263,24900000.0
Capture the Flag,Par.,6700.0,24600000.0,2015,94.0,Adventure,5.9,3121,24606700.0
The Gunman,ORF,10700000.0,13500000.0,2015,115.0,Action,5.8,36053,24200000.0
Go Away Mr. Tumor,CL,287000.0,21500000.0,2015,85.0,Comedy,6.6,878,21787000.0
Blackhat,Uni.,8000000.0,11600000.0,2015,133.0,Action,5.4,48427,19600000.0
Dope,ORF,17500000.0,480000.0,2015,103.0,Comedy,7.2,76557,17980000.0
While We're Young,A24,7600000.0,9700000.0,2015,97.0,Comedy,6.3,41327,17300000.0
Monkey Kingdom,BV,16399999.0,711000.0,2015,81.0,Documentary,7.3,3400,17110999.0
Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000.0,2015,93.0,Action,6.3,40479,16100000.0
Suffragette,Focus,4700000.0,11300000.0,2015,106.0,Biography,6.9,34306,16000000.0
Unfinished Business,Fox,10200000.0,4200000.0,2015,91.0,Comedy,5.4,29004,14400000.0
Do You Believe?,PFR,13000000.0,1400000.0,2015,120.0,Drama,6.1,6462,14400000.0
Do You Believe?,PFR,13000000.0,1400000.0,2015,71.0,Fantasy,3.8,37,14400000.0
Strange Magic,BV,12400000.0,1200000.0,2015,99.0,Adventure,5.8,9292,13600000.0
Hot Tub Time Machine 2,Par.,12300000.0,767000.0,2015,93.0,Comedy,5.1,34444,13067000.0
Child 44,LG/S,1200000.0,11700000.0,2015,137.0,Crime,6.5,59477,12900000.0
We Are Your Friends,WB,3600000.0,7500000.0,2015,96.0,Drama,6.2,32327,11100000.0
Danny Collins,BST,5600000.0,5200000.0,2015,106.0,Biography,7.0,27435,10800000.0
A Little Chaos,FCW,558000.0,9500000.0,2015,112.0,Drama,6.5,18290,10058000.0
The Loft,ORF,6000000.0,4099999.0,2015,108.0,Mystery,6.3,46961,10099999.0
Shanghai,Wein.,46400.0,9200000.0,2015,105.0,Crime,6.4,8662,9246400.0
Shanghai,Wein.,46400.0,9200000.0,2015,120.0,Crime,7.2,9047,9246400.0
Me and Earl and the Dying Girl,FoxS,6800000.0,2300000.0,2015,105.0,Comedy,7.8,112627,9100000.0
Shaandaar,FIP,522000.0,7800000.0,2015,144.0,Comedy,3.7,4229,8322000.0
What We Do in the Shadows,U/P,3500000.0,2800000.0,2015,86.0,Comedy,7.7,126299,6300000.0
Anomalisa,Par.,3800000.0,1900000.0,2015,90.0,Animation,7.3,58010,5700000.0
Pawn Sacrifice,BST,2400000.0,3100000.0,2015,115.0,Biography,7.0,34942,5500000.0
Serena,Magn.,176000.0,4900000.0,2015,109.0,Drama,5.4,24288,5076000.0
Serena,Magn.,176000.0,4900000.0,2015,95.0,Biography,6.7,193,5076000.0
Mr. X,FIP,45000.0,5000000.0,2015,133.0,Action,3.8,1515,5045000.0
Trash,FCW,17500.0,4800000.0,2015,114.0,Adventure,7.2,18690,4817500.0
Hamari Adhuri Kahani,FIP,235000.0,4200000.0,2015,129.0,Drama,6.7,4643,4435000.0
Escobar: Paradise Lost,RTWC,196000.0,3600000.0,2015,120.0,Crime,6.5,19419,3796000.0
By the Sea,Uni.,538000.0,2800000.0,2015,122.0,Drama,5.3,16206,3338000.0
By the Sea,Uni.,538000.0,2800000.0,2015,80.0,Drama,8.0,33,3338000.0
Sleeping with Other People,IFC,819000.0,2400000.0,2015,101.0,Comedy,6.5,36105,3219000.0
Jimmy's Hall,SPC,561000.0,2600000.0,2015,109.0,Biography,6.7,5241,3161000.0
He Named Me Malala,FoxS,2700000.0,97100.0,2015,88.0,Documentary,6.9,4167,2797100.0
Jem and the Holograms,Uni.,2200000.0,149000.0,2015,118.0,Adventure,4.1,6683,2349000.0
Beloved Sisters,MBox,54000.0,2200000.0,2015,138.0,Drama,6.1,1284,2254000.0
The Riot Club,IFC,7700.0,2100000.0,2015,107.0,Drama,6.0,19706,2107700.0
Janis: Little Girl Blue,FR,410000.0,1200000.0,2015,103.0,Biography,7.4,4485,1610000.0
'71,RAtt.,1300000.0,355000.0,2015,99.0,Action,7.2,46103,1655000.0
Maps to the Stars,FCW,351000.0,988000.0,2015,111.0,Comedy,6.2,35049,1339000.0
Cartel Land,Orch.,704000.0,422000.0,2015,100.0,Documentary,7.4,16653,1126000.0
The D Train,IFC,673000.0,102000.0,2015,101.0,Comedy,5.0,10066,775000.0
Love Thy Nature,ITL,41100.0,11800.0,2015,76.0,Documentary,6.9,112,52900.0
Captain America: Civil War,BV,408100000.0,745200000.0,2016,147.0,Action,7.8,583507,1153300000.0
Rogue One: A Star Wars Story,BV,532200000.0,523900000.0,2016,133.0,Action,7.8,478592,1056100000.0
Finding Dory,BV,486300000.0,542300000.0,2016,97.0,Adventure,7.3,213542,1028600000.0
Zootopia,BV,341300000.0,682500000.0,2016,108.0,Adventure,8.0,383446,1023800000.0
The Secret Life of Pets,Uni.,368400000.0,507100000.0,2016,87.0,Adventure,6.5,161997,875500000.0
Batman v Superman: Dawn of Justice,WB,330400000.0,543300000.0,2016,151.0,Action,6.5,576909,873700000.0
Deadpool,Fox,363100000.0,420000000.0,2016,108.0,Action,8.0,820847,783100000.0
Suicide Squad,WB,325100000.0,421700000.0,2016,123.0,Action,6.0,533039,746800000.0
Doctor Strange,BV,232600000.0,445100000.0,2016,115.0,Action,7.5,514510,677700000.0
Moana,BV,248800000.0,394600000.0,2016,107.0,Adventure,7.6,224253,643400000.0
Sing,Uni.,270400000.0,363800000.0,2016,108.0,Animation,7.1,115951,634200000.0
X-Men: Apocalypse,Fox,155400000.0,388500000.0,2016,144.0,Action,7.0,356556,543900000.0
Kung Fu Panda 3,Fox,143500000.0,377600000.0,2016,95.0,Action,7.1,116166,521100000.0
La La Land,LG/S,151100000.0,295000000.0,2016,128.0,Comedy,8.0,436070,446100000.0
Warcraft,Uni.,47400000.0,386300000.0,2016,123.0,Action,6.9,225557,433700000.0
Jason Bourne,Uni.,162400000.0,253100000.0,2016,123.0,Action,6.6,190596,415500000.0
Ice Age: Collision Course,Fox,64099999.0,344500000.0,2016,94.0,Adventure,5.7,48932,408599999.0
Independence Day: Resurgence,Fox,103100000.0,286500000.0,2016,120.0,Action,5.2,155344,389600000.0
Monster Hunt,FR,32800.0,385300000.0,2016,117.0,Action,6.1,4158,385332800.0
The Legend of Tarzan,WB,126600000.0,230100000.0,2016,110.0,Action,6.3,150154,356700000.0
The Angry Birds Movie,Sony,107500000.0,244800000.0,2016,97.0,Action,6.3,69624,352300000.0
Trolls,Fox,153700000.0,193200000.0,2016,92.0,Adventure,6.5,63295,346900000.0
Star Trek Beyond,Par.,158800000.0,184600000.0,2016,122.0,Action,7.1,209844,343400000.0
Now You See Me 2,LG/S,65099999.0,269800000.0,2016,129.0,Action,6.5,216219,334899999.0
The Conjuring 2,WB (NL),102500000.0,217900000.0,2016,134.0,Drama,7.4,194543,320400000.0
Dangal,UTV,12400000.0,290500000.0,2016,161.0,Action,8.5,123638,302900000.0
Alice Through the Looking Glass,BV,77000000.0,222400000.0,2016,113.0,Adventure,6.2,79951,299400000.0
Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000.0,2016,127.0,Adventure,6.7,140619,296400000.0
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000.0,2016,112.0,Action,6.0,77234,245700000.0
Assassin's Creed,Fox,54600000.0,186300000.0,2016,115.0,Action,5.8,167110,240900000.0
Sully,WB,125100000.0,115700000.0,2016,96.0,Biography,7.5,202718,240800000.0
Hidden Figures,Fox,169600000.0,66300000.0,2016,127.0,Biography,7.8,171131,235900000.0
Inferno,Sony,34300000.0,185700000.0,2016,100.0,Thriller,6.3,50,220000000.0
Inferno,Sony,34300000.0,185700000.0,2016,121.0,Action,6.2,138978,220000000.0
Inferno,Sony,34300000.0,185700000.0,2016,113.0,Drama,6.3,183,220000000.0
Central Intelligence,WB (NL),127400000.0,89500000.0,2016,107.0,Action,6.3,138872,216900000.0
Bridget Jones's Baby,Uni.,24300000.0,187700000.0,2016,123.0,Comedy,6.5,60260,212000000.0
Me Before You,WB (NL),56200000.0,152100000.0,2016,106.0,Drama,7.4,174567,208300000.0
London Has Fallen,Focus,62500000.0,143200000.0,2016,99.0,Action,5.9,124757,205700000.0
Arrival,Par.,100500000.0,102800000.0,2016,116.0,Drama,7.9,515483,203300000.0
Bad Moms,STX,113300000.0,70700000.0,2016,100.0,Comedy,6.2,100952,184000000.0
Storks,WB,72700000.0,110700000.0,2016,87.0,Adventure,6.8,50448,183400000.0
The BFG,BV,55500000.0,127900000.0,2016,117.0,Adventure,6.4,69340,183400000.0
Hacksaw Ridge,LGF,67200000.0,108100000.0,2016,139.0,Biography,8.1,366904,175300000.0
Operation Mekong,WGUSA,800000.0,172300000.0,2016,124.0,Action,6.6,3352,173100000.0
The Huntsman: Winter's War,Uni.,48400000.0,116600000.0,2016,114.0,Action,6.1,87714,165000000.0
Jack Reacher: Never Go Back,Par.,58700000.0,103400000.0,2016,118.0,Action,6.1,121892,162100000.0
Don't Breathe,SGem,89200000.0,67900000.0,2016,86.0,Documentary,6.6,43,157100000.0
Don't Breathe,SGem,89200000.0,67900000.0,2016,88.0,Crime,7.1,186799,157100000.0
Ip Man 3,WGUSA,2700000.0,154200000.0,2016,105.0,Action,7.1,38637,156900000.0
The Accountant,WB,86300000.0,68900000.0,2016,128.0,Action,7.3,233022,155200000.0
Gods of Egypt,LG/S,31200000.0,119500000.0,2016,127.0,Action,5.4,95111,150700000.0
Lights Out,WB (NL),67300000.0,81600000.0,2016,87.0,Drama,6.4,971,148900000.0
Lights Out,WB (NL),67300000.0,81600000.0,2016,81.0,Drama,6.3,100650,148900000.0
Sausage Party,Sony,97700000.0,43000000.0,2016,89.0,Adventure,6.2,159111,140700000.0
Lion,Wein.,51700000.0,88600000.0,2016,118.0,Biography,8.1,181601,140300000.0
Lion,Wein.,51700000.0,88600000.0,2016,143.0,Action,3.6,282,140300000.0
Mechanic: Resurrection,LG/S,21200000.0,104500000.0,2016,98.0,Action,5.7,67275,125700000.0
Ride Along 2,Uni.,91200000.0,33400000.0,2016,102.0,Action,5.9,48688,124600000.0
Deepwater Horizon,LG/S,61400000.0,60400000.0,2016,107.0,Action,7.1,133303,121800000.0
Allied,Par.,40100000.0,79400000.0,2016,124.0,Action,7.1,125741,119500000.0
The Shallows,Sony,55100000.0,64000000.0,2016,86.0,Drama,6.3,106927,119100000.0
The Purge: Election Year,Uni.,79200000.0,39400000.0,2016,108.0,Action,6.0,80254,118600000.0
Why Him?,Fox,60300000.0,57800000.0,2016,111.0,Comedy,6.2,89628,118100000.0
Office Christmas Party,Par.,54800000.0,59700000.0,2016,105.0,Comedy,5.8,59253,114500000.0
How to Be Single,WB (NL),46800000.0,65500000.0,2016,110.0,Comedy,6.1,74329,112300000.0
10 Cloverfield Lane,Par.,72100000.0,38100000.0,2016,103.0,Drama,7.2,260383,110200000.0
The 5th Wave,Sony,34900000.0,75000000.0,2016,112.0,Action,5.2,90788,109900000.0
Neighbors 2: Sorority Rising,Uni.,55500000.0,52600000.0,2016,92.0,Comedy,5.7,102793,108100000.0
The Little Prince,EOne,1300000.0,96200000.0,2016,93.0,Action,8.3,6,97500000.0
The Little Prince,EOne,1300000.0,96200000.0,2016,108.0,Adventure,7.7,50015,97500000.0
Dirty Grandpa,LGF,35600000.0,58500000.0,2016,102.0,Comedy,5.9,101393,94100000.0
Money Monster,TriS,41000000.0,52300000.0,2016,98.0,Crime,6.5,86607,93300000.0
My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000.0,2016,94.0,Comedy,6.0,25933,88900000.0
Collateral Beauty,WB (NL),31000000.0,57500000.0,2016,97.0,Drama,6.8,78764,88500000.0
Train to Busan,WGUSA,2100000.0,85400000.0,2016,118.0,Action,7.5,109448,87500000.0
Sultan,Yash,6200000.0,81100000.0,2016,170.0,Action,7.1,33371,87300000.0
War Dogs,WB,43000000.0,43200000.0,2016,114.0,Comedy,7.1,154029,86200000.0
Nerve,LGF,38600000.0,46700000.0,2016,83.0,Comedy,6.8,88,85300000.0
Nerve,LGF,38600000.0,46700000.0,2016,86.0,Drama,4.6,118,85300000.0
Nerve,LGF,38600000.0,46700000.0,2016,96.0,Action,6.5,102782,85300000.0
Nerve,LGF,38600000.0,46700000.0,2016,62.0,Documentary,6.2,6,85300000.0
Ouija: Origin of Evil,Uni.,35100000.0,46600000.0,2016,99.0,Drama,6.1,47099,81700000.0
Manchester by the Sea,RAtt.,47700000.0,31300000.0,2016,137.0,Drama,7.8,214557,79000000.0
The Boss,Uni.,63300000.0,15600000.0,2016,99.0,Comedy,5.4,39096,78900000.0
Shin Godzilla,FUN,1900000.0,76000000.0,2016,120.0,Action,6.7,18051,77900000.0
Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000.0,2016,98.0,Adventure,6.0,74849,77100000.0
Boo! A Madea Halloween,LGF,73200000.0,1600000.0,2016,103.0,Comedy,4.6,6867,74800000.0
Miracles from Heaven,TriS,61700000.0,12200000.0,2016,109.0,Biography,7.1,17734,73900000.0
I Am Not Madame Bovary,WGUSA,437000.0,70400000.0,2016,128.0,Comedy,6.9,1755,70837000.0
Kubo and the Two Strings,Focus,48000000.0,21900000.0,2016,101.0,Action,7.8,105578,69900000.0
Fences,Par.,57700000.0,6700000.0,2016,139.0,Drama,7.2,86749,64400000.0
"Hail, Caesar!",Uni.,30500000.0,33100000.0,2016,106.0,Comedy,6.3,111422,63600000.0
The Nice Guys,WB,36300000.0,26500000.0,2016,116.0,Action,7.4,240337,62800000.0
L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,57700000.0,2016,118.0,Animation,4.9,811,58050000.0
Zoolander 2,Par.,28800000.0,27900000.0,2016,101.0,Comedy,4.7,59914,56700000.0
Barbershop: The Next Cut,WB (NL),54000000.0,1000000.0,2016,111.0,Comedy,5.9,13306,55000000.0
The Finest Hours,BV,27600000.0,24500000.0,2016,117.0,Action,6.8,55981,52100000.0
Master,CJ,597000.0,51000000.0,2016,143.0,Action,6.6,1519,51597000.0
Patriots Day,LGF,31900000.0,18700000.0,2016,133.0,Action,7.4,76204,50600000.0
Florence Foster Jenkins,Par.,27400000.0,21500000.0,2016,111.0,Biography,6.8,44970,48900000.0
Mother's Day,ORF,32500000.0,15900000.0,2016,112.0,Drama,6.3,15012,48400000.0
Mother's Day,ORF,32500000.0,15900000.0,2016,118.0,Comedy,5.7,28854,48400000.0
Luck-Key,JBG,467000.0,47700000.0,2016,112.0,Action,6.9,1311,48167000.0
A Monster Calls,Focus,3700000.0,43600000.0,2016,108.0,Animation,7.5,70416,47300000.0
Eddie the Eagle,Fox,15800000.0,30400000.0,2016,106.0,Biography,7.4,75331,46200000.0
Risen,Sony,36900000.0,9200000.0,2016,121.0,Biography,5.3,182,46100000.0
Risen,Sony,36900000.0,9200000.0,2016,107.0,Action,6.3,22813,46100000.0
Blair Witch,LGF,20800000.0,24400000.0,2016,89.0,Horror,5.0,36867,45200000.0
Almost Christmas,Uni.,42200000.0,422000.0,2016,111.0,Comedy,6.1,5212,42622000.0
The Witch,A24,25100000.0,15300000.0,2016,92.0,Horror,6.8,154278,40400000.0
Absolutely Fabulous: The Movie,FoxS,4800000.0,33100000.0,2016,91.0,Comedy,5.4,10928,37900000.0
Hell or High Water,LGF,27000000.0,10900000.0,2016,102.0,Action,7.6,176469,37900000.0
The Forest,Focus,26600000.0,11000000.0,2016,98.0,Horror,3.5,135,37600000.0
The Forest,Focus,26600000.0,11000000.0,2016,93.0,Horror,4.8,36423,37600000.0
The Forest,Focus,26600000.0,11000000.0,2016,72.0,Documentary,7.1,19,37600000.0
The Forest,Focus,26600000.0,11000000.0,2016,109.0,Drama,6.5,222,37600000.0
Snowden,ORF,21600000.0,15700000.0,2016,134.0,Biography,7.3,119149,37300000.0
Billy Lynn's Long Halftime Walk,TriS,1700000.0,29200000.0,2016,113.0,Action,6.3,19069,30900000.0
When the Bough Breaks,SGem,29700000.0,911000.0,2016,107.0,Crime,5.1,4729,30611000.0
Nocturnal Animals,Focus,10700000.0,19600000.0,2016,116.0,Drama,7.5,205240,30300000.0
Keeping Up with the Joneses,Fox,14900000.0,15000000.0,2016,105.0,Action,5.9,51630,29900000.0
Ae Dil Hai Mushkil,FIP,4300000.0,24100000.0,2016,158.0,Drama,5.8,18481,28400000.0
Fan,Yash,2300000.0,25900000.0,2016,90.0,Drama,5.8,22,28200000.0
Fan,Yash,2300000.0,25900000.0,2016,138.0,Action,7.1,39130,28200000.0
M.S. Dhoni: The Untold Story,FIP,1800000.0,26000000.0,2016,184.0,Biography,7.7,28343,27800000.0
The Light Between Oceans,BV,12500000.0,13400000.0,2016,133.0,Drama,7.2,46247,25900000.0
The Brothers Grimsby,Sony,6900000.0,18300000.0,2016,83.0,Action,6.2,82123,25200000.0
Free State of Jones,STX,20800000.0,4200000.0,2016,139.0,Action,6.9,45135,25000000.0
A Beautiful Planet,Imax,15500000.0,9400000.0,2016,46.0,Documentary,7.4,893,24900000.0
God's Not Dead 2,PFR,20800000.0,3700000.0,2016,120.0,Drama,4.4,10311,24500000.0
Middle School: The Worst Years of My Life,LGF,20000000.0,3300000.0,2016,92.0,Comedy,6.1,6413,23300000.0
Triple 9,ORF,12600000.0,10500000.0,2016,115.0,Crime,6.3,60369,23100000.0
Captain Fantastic,BST,5900000.0,16900000.0,2016,118.0,Comedy,7.9,159329,22800000.0
Julieta,SPC,1500000.0,21000000.0,2016,99.0,Drama,7.1,24556,22500000.0
Fifty Shades of Black,ORF,11700000.0,10500000.0,2016,92.0,Comedy,3.5,17189,22200000.0
The Edge of Seventeen,STX,14400000.0,4400000.0,2016,104.0,Comedy,7.3,87602,18800000.0
Regression,W/Dim.,55000.0,17600000.0,2016,106.0,Crime,5.7,33335,17655000.0
Neerja,FIP,1600000.0,16000000.0,2016,122.0,Biography,7.7,18420,17600000.0
Hardcore Henry,STX,9300000.0,7600000.0,2016,96.0,Action,6.7,78226,16900000.0
Pride and Prejudice and Zombies,SGem,10900000.0,5500000.0,2016,108.0,Action,5.8,46187,16400000.0
Sword Master,WGUSA,75500.0,14600000.0,2016,108.0,Action,6.1,1805,14675500.0
The Other Side of the Door,Fox,3000000.0,11300000.0,2016,90.0,Drama,3.8,5,14300000.0
The Other Side of the Door,Fox,3000000.0,11300000.0,2016,96.0,Horror,5.3,15813,14300000.0
Sing Street,Wein.,3200000.0,10400000.0,2016,106.0,Comedy,8.0,74651,13600000.0
Shut In,EC,6900000.0,6200000.0,2016,91.0,Drama,4.7,11030,13100000.0
Loving,Focus,7800000.0,5200000.0,2016,105.0,Drama,7.1,257,13000000.0
Loving,Focus,7800000.0,5200000.0,2016,123.0,Biography,7.0,28079,13000000.0
Loving,Focus,7800000.0,5200000.0,2016,105.0,Drama,5.3,2530,13000000.0
The Beatles: Eight Days a Week - The Touring Years,Abr.,2900000.0,9400000.0,2016,106.0,Documentary,7.8,9666,12300000.0
The Man Who Knew Infinity,IFC,3900000.0,8400000.0,2016,108.0,Biography,7.2,43575,12300000.0
Our Kind of Traitor,RAtt.,3200000.0,7600000.0,2016,108.0,Crime,6.2,17511,10800000.0
The Perfect Match,LGF,9700000.0,745000.0,2016,96.0,Comedy,4.9,3052,10445000.0
Queen of Katwe,BV,8900000.0,1500000.0,2016,124.0,Biography,7.4,13039,10400000.0
Miss Sloane,EC,3500000.0,5600000.0,2016,132.0,Drama,7.5,52788,9100000.0
Morgan,Fox,3900000.0,4900000.0,2016,89.0,Drama,6.8,1232,8800000.0
Morgan,Fox,3900000.0,4900000.0,2016,92.0,Action,5.8,35487,8800000.0
A Bigger Splash,FoxS,2000000.0,5500000.0,2016,125.0,Drama,6.4,23311,7500000.0
Southside with You,RAtt.,6300000.0,208000.0,2016,84.0,Biography,6.3,7282,6508000.0
Incarnate,BH Tilt,4800000.0,1500000.0,2016,91.0,Horror,5.3,10217,6300000.0
Max Steel,ORF,3800000.0,2500000.0,2016,92.0,Action,4.6,16788,6300000.0
Midnight Special,WB,3700000.0,2500000.0,2016,112.0,Action,6.6,67921,6200000.0
The Duelist,Sony,13500.0,6100000.0,2016,109.0,Action,6.4,2487,6113500.0
The Autopsy of Jane Doe,IFC,10500.0,6000000.0,2016,86.0,Horror,6.8,76339,6010500.0
Genius,RAtt.,1400000.0,4300000.0,2016,104.0,Biography,6.6,15611,5700000.0
Genius,RAtt.,1400000.0,4300000.0,2016,165.0,Action,4.7,747,5700000.0
Men & Chicken,Drft.,30200.0,4600000.0,2016,104.0,Comedy,6.7,9172,4630200.0
Indignation,RAtt.,3400000.0,523000.0,2016,110.0,Drama,6.8,10557,3923000.0
Rules Don't Apply,Fox,3700000.0,233000.0,2016,127.0,Comedy,5.7,7794,3933000.0
Naam Hai Akira,FIP,219000.0,3500000.0,2016,137.0,Action,5.9,3455,3719000.0
Miles Ahead,SPC,2600000.0,850000.0,2016,100.0,Biography,6.4,8498,3450000.0
Desierto,STX,2000000.0,1000000.0,2016,88.0,Drama,6.0,8235,3000000.0
Equals,A24,33300.0,2100000.0,2016,116.0,Drama,7.1,29,2133300.0
Equals,A24,33300.0,2100000.0,2016,101.0,Drama,6.1,24032,2133300.0
American Honey,A24,663000.0,1200000.0,2016,163.0,Adventure,7.0,31663,1863000.0
A Perfect Day,IFC,14000.0,1700000.0,2016,106.0,Comedy,6.8,18190,1714000.0
Rustom,Zee,1100000.0,571000.0,2016,148.0,Crime,7.1,19991,1671000.0
Ma ma,Osci.,47300.0,1100000.0,2016,111.0,Drama,6.4,3338,1147300.0
